0.0;0
1,834862385;0
3,407601573;0
4,979896484;0,013
6,814758869;0,0133
8,649621254;0,0135
10,22236044;0,0136
11,79465535;0,027118644
13,36695026;0,04
14,93968945;0,043
16,77455184;0,047
18,60852567;0,06779661
19,91869738;0,081355932
21,49143657;0,0814
22,80160828;0,094915254
24,11177999;0,108474576
25,94575383;0,13559322
27,25548126;0,162711864
29,09034365;0,1628
30,66219428;0,189830508
31,97192172;0,216949153
33,80589555;0,244067797
35,37819046;0,257627119
36,6879179;0,284745763
38,52100318;0,338983051
40,35453273;0,379661017
41,66337162;0,433898305
42,97309905;0,461016949
44,28238221;0,501694915
45,59122109;0,555932203
47,16262745;0,596610169
48,20934314;0,650847458
49,78030522;0,705084746
50,8270209;0,759322034
52,13630406;0,8
52,92089655;0,854237288
54,22929116;0,922033898
55,27600684;0,976271186
56,58440145;1,044067797
57,36854966;1,111864407
58,41437679;1,193220339
59,7227714;1,261016949
60,76859853;1,342372881
61,81442566;1,423728814
62,86025279;1,505084746
63,90607993;1,586440678
64,95146278;1,681355932
65,99684564;1,776271186
66,78054957;1,857627119
67,5642535;1,938983051
68,61052491;2,006779661
69,39422885;2,088135593
70,4396117;2,183050847
71,48499456;2,277966102
72,26825422;2,372881356
73,05195815;2,454237288
73,83521781;2,549152542
74,35679854;2,630508475
75,14050248;2,711864407
75,66208321;2,793220339
76,44534287;2,888135593
76,96692361;2,969491525
77,75062754;3,050847458
78,5338872;3,145762712
79,05546793;3,227118644
79,83917187;3,308474576
80,62243153;3,403389831
81,14401226;3,484745763
81,9277162;3,566101695
82,71053158;3,674576271
83,49379123;3,769491525
84,27705089;3,86440678
84,79818735;3,959322034
85,58189129;4,040677966
86,36515094;4,13559322
87,1484106;4,230508475
87,93167026;4,325423729
88,45280672;4,420338983
89,23606637;4,515254237
90,28144923;4,610169492
90,80214141;4,718644068
91,84707999;4,827118644
92,63033965;4,922033898
93,67616678;5,003389831
94,19819179;5,071186441
95,24401893;5,152542373
96,28584757;5,355932203
98,63518226;5,654237288
99,41355488;5,898305085
101,2413088;6,115254237
102,5483706;6,223728814
104,1193327;6,277966102
105,9537508;6,291525424
107,7890575;6,277966102
109,8878202;6,223728814
111,4614479;6,196610169
113,8205567;6,196610169
115,6554191;6,196610169
117,4889486;6,237288136
118,8040074;6,101694915
120,1208432;5,911864407
121,6891397;6,047457627
123,7816825;6,183050847
125,3544217;6,183050847
126,9293822;6,115254237
128,2417753;6,061016949
129,5541684;6,006779661
131,3903636;5,966101695
132,7027567;5,911864407
134,0147056;5,871186441
135,5892218;5,816949153
137,1632939;5,776271186
138,214008;5,708474576
140,0502033;5,66779661
140,8410156;5,53220339
141,6309394;5,423728814
142,1622942;5,206779661
142,9544394;5,030508475
145,3122154;5,071186441
147,6704356;5,098305085
149,7683097;5,071186441
151,6085035;4,908474576
152,9208966;4,854237288
154,4954128;4,8
155,8082502;4,73220339
157,1206433;4,677966102
158,4334807;4,610169492
160,007997;4,555932203
161,3199458;4,515254237
162,8944621;4,461016949
164,730213;4,433898305
165,7818158;4,338983051
166,3167248;4,013559322
168,1551414;3,905084746
170,774152;3,972881356
172,8720261;3,945762712
174,9712331;3,877966102
177,3316747;3,837288136
179,1678699;3,796610169
180,7419419;3,755932203
182,5776929;3,728813559
184,1513206;3,701694915
185,7245041;3,688135593
187,560255;3,661016949
188,6109692;3,593220339
189,6621276;3,511864407
190,4542728;3,33559322
191,2437524;3,240677966
